year,month,day,dep_time,dep_delay,arr_time,arr_delay,carrier,tailnum,flight,origin,dest,air_time,distance,hour,minute
2013,11,11,1658,2,1817,2,EV,N34111,6181,EWR,IAD,46,212,16,58
2013,11,11,1659,13,1803,-7,YV,N516LR,3771,LGA,IAD,43,229,16,59
2013,11,11,1722,174,1828,163,EV,N909EV,5712,JFK,IAD,48,228,17,22
2013,11,11,1736,-4,1840,-20,B6,N373JB,1407,JFK,IAD,45,228,17,36
2013,11,11,1922,-8,2033,-16,EV,N820AS,5769,LGA,IAD,46,229,19,22
2013,11,11,1929,20,2036,-14,9E,N834AY,2937,JFK,IAD,48,228,19,29
2013,11,11,2220,170,2321,154,EV,N827AS,5714,JFK,IAD,46,228,22,20
2013,11,11,NA,NA,NA,NA,EV,N829AS,5711,JFK,IAD,NA,228,NA,NA
2013,11,12,554,-6,721,2,EV,N17984,6177,EWR,IAD,54,212,5,54
2013,11,12,557,-3,715,-2,EV,N820AS,5716,JFK,IAD,54,228,5,57
2013,11,12,749,-5,915,4,B6,N354JB,1307,JFK,IAD,51,228,7,49
2013,11,12,823,-7,1028,27,9E,N834AY,3579,LGA,IAD,54,229,8,23
2013,11,12,1009,10,1147,31,EV,N828AS,5711,JFK,IAD,61,228,10,9
2013,11,12,1022,12,1209,40,EV,N832AS,5736,LGA,IAD,50,229,10,22
2013,11,12,1213,115,1317,100,EV,N16147,6054,EWR,IAD,48,212,12,13
2013,11,12,1358,52,1512,46,EV,N29917,3848,EWR,IAD,50,212,13,58
2013,11,12,1421,-7,1543,-2,EV,N836AS,5712,JFK,IAD,55,228,14,21
2013,11,12,1438,-2,1624,25,EV,N826AS,5713,LGA,IAD,57,229,14,38
2013,11,12,1444,-6,1627,3,9E,N834AY,2936,JFK,IAD,50,228,14,44
2013,11,12,1639,-7,1816,6,YV,N502MJ,3771,LGA,IAD,47,229,16,39
2013,11,12,1736,-4,1903,3,B6,N324JB,1407,JFK,IAD,47,228,17,36
2013,11,12,1744,44,1851,32,EV,N11140,6181,EWR,IAD,44,212,17,44
2013,11,12,1908,-1,2025,-25,9E,N834AY,2937,JFK,IAD,46,228,19,8
2013,11,12,1929,-1,2130,41,EV,N820AS,5769,LGA,IAD,63,229,19,29
2013,11,12,1936,6,2121,34,EV,N829AS,5714,JFK,IAD,57,228,19,36
2013,11,12,NA,NA,NA,NA,EV,N909EV,5747,LGA,IAD,NA,229,NA,NA
2013,11,13,556,-4,659,-20,EV,N827AS,5747,LGA,IAD,46,229,5,56
2013,11,13,557,-3,709,-8,EV,N829AS,5716,JFK,IAD,50,228,5,57
2013,11,13,616,16,718,-1,EV,N12540,6177,EWR,IAD,45,212,6,16
2013,11,13,755,1,859,-12,B6,N309JB,1307,JFK,IAD,44,228,7,55
2013,11,13,820,-10,946,-15,9E,N834AY,3579,LGA,IAD,44,229,8,20
2013,11,13,954,-5,1110,-6,EV,N827AS,5711,JFK,IAD,50,228,9,54
2013,11,13,1100,42,1209,32,EV,N11193,6054,EWR,IAD,42,212,11,0
2013,11,13,1132,82,1259,90,EV,N828AS,5736,LGA,IAD,45,229,11,32
2013,11,13,1342,36,1446,20,EV,N14902,3848,EWR,IAD,47,212,13,42
2013,11,13,1436,-4,1555,-4,EV,N827AS,5713,LGA,IAD,47,229,14,36
2013,11,13,1444,-6,1612,-12,9E,N812AY,2936,JFK,IAD,49,228,14,44
2013,11,13,1704,18,1847,37,YV,N506MJ,3771,LGA,IAD,42,229,17,4
2013,11,13,1718,170,1845,180,EV,N828AS,5712,JFK,IAD,49,228,17,18
2013,11,13,1734,-6,1840,-20,B6,N216JB,1407,JFK,IAD,46,228,17,34
2013,11,13,1805,69,1915,60,EV,N13123,6181,EWR,IAD,44,212,18,5
2013,11,13,1902,-7,2006,-44,9E,N812AY,2937,JFK,IAD,42,228,19,2
2013,11,13,1924,-6,2047,-2,EV,N829AS,5769,LGA,IAD,48,229,19,24
2013,11,13,1942,12,2054,7,EV,N834AS,5714,JFK,IAD,50,228,19,42
2013,11,14,553,-7,650,-29,EV,N835AS,5747,LGA,IAD,41,229,5,53
2013,11,14,555,-5,706,-11,EV,N833AS,5716,JFK,IAD,41,228,5,55
2013,11,14,556,-4,716,-3,EV,N16963,6177,EWR,IAD,42,212,5,56
2013,11,14,747,-7,850,-21,B6,N351JB,1307,JFK,IAD,45,228,7,47
2013,11,14,822,-8,924,-37,9E,N812AY,3579,LGA,IAD,42,229,8,22
2013,11,14,950,-9,1049,-27,EV,N835AS,5711,JFK,IAD,43,228,9,50
2013,11,14,1007,-3,1131,2,EV,N825AS,5736,LGA,IAD,46,229,10,7
2013,11,14,1012,-6,1128,-9,EV,N16546,6054,EWR,IAD,43,212,10,12
2013,11,14,1258,-8,1405,-21,EV,N16954,3848,EWR,IAD,40,212,12,58
2013,11,14,1421,-7,1529,-16,EV,N825AS,5712,JFK,IAD,43,228,14,21
2013,11,14,1431,-9,1537,-22,EV,N827AS,5713,LGA,IAD,43,229,14,31
2013,11,14,1450,0,1607,-17,9E,N8940E,2936,JFK,IAD,47,228,14,50
2013,11,14,1640,-6,1748,-22,YV,N515MJ,3771,LGA,IAD,45,229,16,40
2013,11,14,1653,-3,1812,-3,EV,N24128,6181,EWR,IAD,45,212,16,53
2013,11,14,1732,-8,1841,-19,B6,N329JB,1407,JFK,IAD,45,228,17,32
2013,11,14,1906,-3,2008,-42,9E,N8940E,2937,JFK,IAD,42,228,19,6
2013,11,14,1917,-13,2031,-18,EV,N828AS,5769,LGA,IAD,43,229,19,17
2013,11,14,1950,20,2052,5,EV,N820AS,5714,JFK,IAD,43,228,19,50
2013,11,15,557,-3,705,-14,EV,N833AS,5747,LGA,IAD,44,229,5,57
2013,11,15,557,-3,703,-14,EV,N834AS,5716,JFK,IAD,44,228,5,57
2013,11,15,657,57,806,47,EV,N13992,6177,EWR,IAD,42,212,6,57
2013,11,15,751,-3,849,-22,B6,N309JB,1307,JFK,IAD,44,228,7,51
2013,11,15,825,-5,951,-10,9E,N8940E,3579,LGA,IAD,47,229,8,25
2013,11,15,1006,-4,1119,-10,EV,N826AS,5736,LGA,IAD,48,229,10,6
2013,11,15,1014,-4,1124,-13,EV,N11113,6054,EWR,IAD,43,212,10,14
2013,11,15,1301,-5,1404,-22,EV,N13553,3848,EWR,IAD,41,212,13,1
2013,11,15,1434,-6,1540,-19,EV,N820AS,5713,LGA,IAD,48,229,14,34
2013,11,15,1438,10,1549,4,EV,N827AS,5712,JFK,IAD,48,228,14,38
2013,11,15,1448,-2,1600,-24,9E,N8894A,2936,JFK,IAD,47,228,14,48
2013,11,15,1656,10,1819,9,YV,N503MJ,3771,LGA,IAD,47,229,16,56
2013,11,15,1709,9,1815,-4,EV,N17185,6181,EWR,IAD,43,212,17,9
2013,11,15,1733,-7,1833,-27,B6,N273JB,1407,JFK,IAD,44,228,17,33
2013,11,15,1919,-11,2036,-13,EV,N829AS,5769,LGA,IAD,47,229,19,19
2013,11,15,1919,10,2023,-27,9E,N812AY,2937,JFK,IAD,44,228,19,19
2013,11,15,1925,-5,2030,-17,EV,N820AS,5714,JFK,IAD,45,228,19,25
2013,11,15,NA,NA,NA,NA,EV,N827AS,5711,JFK,IAD,NA,228,NA,NA
2013,11,16,554,-6,704,-15,EV,N12163,6177,EWR,IAD,43,212,5,54
2013,11,16,556,-4,735,16,EV,N828AS,5747,LGA,IAD,46,229,5,56
2013,11,16,556,-4,720,3,EV,N877AS,5716,JFK,IAD,51,228,5,56
2013,11,16,751,-3,852,-19,B6,N266JB,1307,JFK,IAD,45,228,7,51
2013,11,16,949,-10,1107,-9,EV,N877AS,5711,JFK,IAD,49,228,9,49
2013,11,16,1004,-6,1133,4,EV,N836AS,5736,LGA,IAD,50,229,10,4
2013,11,16,1042,24,1154,17,EV,N11539,3806,EWR,IAD,38,212,10,42
2013,11,16,1301,2,1402,-17,EV,N11199,6049,EWR,IAD,41,212,13,1
2013,11,16,1422,-6,1539,-6,EV,N836AS,5712,JFK,IAD,43,228,14,22
2013,11,16,1453,-1,1607,-9,EV,N17984,6054,EWR,IAD,48,212,14,53
2013,11,16,1456,6,1622,-1,9E,N812AY,2936,JFK,IAD,45,228,14,56
2013,11,16,1458,18,1613,14,EV,N826AS,5713,LGA,IAD,49,229,14,58
2013,11,16,1651,-5,1807,-8,EV,N14179,6181,EWR,IAD,45,212,16,51
2013,11,16,1917,-13,2023,-26,EV,N827AS,5769,LGA,IAD,46,229,19,17
2013,11,16,1950,20,2055,8,EV,N835AS,5714,JFK,IAD,45,228,19,50
2013,11,17,555,-5,715,-2,EV,N877AS,5716,JFK,IAD,48,228,5,55
2013,11,17,601,1,713,-6,EV,N13970,6177,EWR,IAD,46,212,6,1
2013,11,17,808,14,909,-2,B6,N292JB,1307,JFK,IAD,45,228,8,8
2013,11,17,939,9,1116,12,9E,N8775A,3579,LGA,IAD,51,229,9,39
2013,11,17,958,-1,1114,-2,EV,N832AS,5711,JFK,IAD,51,228,9,58
2013,11,17,959,-11,1133,4,EV,N835AS,5736,LGA,IAD,54,229,9,59
2013,11,17,1134,80,1248,75,EV,N13978,3806,EWR,IAD,41,212,11,34
2013,11,17,1455,15,1625,26,EV,N836AS,5713,LGA,IAD,61,229,14,55
2013,11,17,1501,33,1617,32,EV,N877AS,5712,JFK,IAD,52,228,15,1
2013,11,17,1529,39,1700,36,9E,N8587E,2936,JFK,IAD,52,228,15,29
2013,11,17,1839,113,1958,108,YV,N505MJ,3771,LGA,IAD,49,229,18,39
2013,11,17,1949,19,2119,30,EV,N835AS,5769,LGA,IAD,51,229,19,49
2013,11,17,2050,101,2156,66,9E,N8775A,2937,JFK,IAD,46,228,20,50
2013,11,17,2051,191,2202,182,B6,N279JB,1407,JFK,IAD,49,228,20,51
2013,11,17,2217,167,2328,161,EV,N820AS,5714,JFK,IAD,47,228,22,17
2013,11,18,553,-7,709,-8,EV,N833AS,5716,JFK,IAD,55,228,5,53
2013,11,18,554,-6,717,-2,EV,N14904,6177,EWR,IAD,56,212,5,54
2013,11,18,602,2,718,-1,EV,N836AS,5747,LGA,IAD,54,229,6,2
2013,11,18,748,-6,903,-8,B6,N304JB,1307,JFK,IAD,53,228,7,48
2013,11,18,949,-10,1108,-8,EV,N820AS,5711,JFK,IAD,56,228,9,49
2013,11,18,1009,-1,1143,14,EV,N832AS,5736,LGA,IAD,61,229,10,9
2013,11,18,1135,77,1243,66,EV,N13908,6054,EWR,IAD,47,212,11,35
2013,11,18,1331,25,1458,32,EV,N16559,3848,EWR,IAD,52,212,13,31
2013,11,18,1415,-13,1532,-13,EV,N877AS,5712,JFK,IAD,51,228,14,15
2013,11,18,1441,-9,1613,-11,9E,N840AY,2936,JFK,IAD,57,228,14,41
2013,11,18,1545,65,1719,80,EV,N832AS,5713,LGA,IAD,52,229,15,45
2013,11,18,1650,-6,1812,-3,EV,N12157,6181,EWR,IAD,51,212,16,50
2013,11,18,1738,-2,1845,-15,B6,N265JB,1407,JFK,IAD,49,228,17,38
2013,11,18,1905,-4,2032,-18,9E,N831AY,2937,JFK,IAD,52,228,19,5
2013,11,18,1936,6,2111,22,EV,N832AS,5769,LGA,IAD,54,229,19,36
2013,11,18,1937,7,2130,43,EV,N835AS,5714,JFK,IAD,47,228,19,37
2013,11,18,NA,NA,NA,NA,9E,,3579,LGA,IAD,NA,229,NA,NA
2013,11,18,NA,NA,NA,NA,YV,N509MJ,3771,LGA,IAD,NA,229,NA,NA
2013,11,19,549,-11,703,-16,EV,N835AS,5747,LGA,IAD,47,229,5,49
2013,11,19,553,-7,707,-10,EV,N877AS,5716,JFK,IAD,55,228,5,53
2013,11,19,737,97,848,89,EV,N14904,6177,EWR,IAD,47,212,7,37
2013,11,19,747,-7,903,-8,B6,N190JB,1307,JFK,IAD,51,228,7,47
2013,11,19,820,-10,1000,-1,9E,N831AY,3579,LGA,IAD,45,229,8,20
2013,11,19,943,-16,1051,-25,EV,N829AS,5711,JFK,IAD,48,228,9,43
2013,11,19,1011,1,1148,19,EV,N825AS,5736,LGA,IAD,44,229,10,11
2013,11,19,1013,-5,1122,-15,EV,N14143,6054,EWR,IAD,48,212,10,13
2013,11,19,1300,-6,1408,-18,EV,N14905,3848,EWR,IAD,47,212,13,0
2013,11,19,1429,1,1553,8,EV,N820AS,5712,JFK,IAD,53,228,14,29
2013,11,19,1447,-3,1632,8,9E,N8884E,2936,JFK,IAD,49,228,14,47
2013,11,19,1515,35,1702,63,EV,N832AS,5713,LGA,IAD,51,229,15,15
2013,11,19,1638,-8,1821,11,YV,N516LR,3771,LGA,IAD,49,229,16,38
2013,11,19,1733,-7,1852,-8,B6,N337JB,1407,JFK,IAD,51,228,17,33
2013,11,19,1745,45,1846,27,EV,N15574,6181,EWR,IAD,44,212,17,45
2013,11,19,1919,-11,2050,1,EV,N877AS,5769,LGA,IAD,54,229,19,19
2013,11,19,1920,11,2054,4,9E,N8884E,2937,JFK,IAD,53,228,19,20
2013,11,19,1930,0,2058,11,EV,N833AS,5714,JFK,IAD,51,228,19,30
2013,11,20,551,-9,716,-1,EV,N833AS,5716,JFK,IAD,50,228,5,51
2013,11,20,556,-4,704,-15,EV,N835AS,5747,LGA,IAD,50,229,5,56
2013,11,20,556,-4,702,-17,EV,N14977,6177,EWR,IAD,45,212,5,56
2013,11,20,805,11,917,6,B6,N279JB,1307,JFK,IAD,50,228,8,5
2013,11,20,824,-6,940,-21,9E,N8884E,3579,LGA,IAD,46,229,8,24
2013,11,20,947,-12,1101,-15,EV,N829AS,5711,JFK,IAD,53,228,9,47
2013,11,20,956,-14,1110,-19,EV,N835AS,5736,LGA,IAD,49,229,9,56
2013,11,20,1015,-3,1124,-13,EV,N14573,6054,EWR,IAD,47,212,10,15
2013,11,20,1436,8,1539,-6,EV,N829AS,5712,JFK,IAD,43,228,14,36
2013,11,20,1448,-2,1617,-7,9E,N831AY,2936,JFK,IAD,42,228,14,48
2013,11,20,1457,17,1629,30,EV,N833AS,5713,LGA,IAD,42,229,14,57
2013,11,20,1650,-6,1806,-9,EV,N33182,6181,EWR,IAD,41,212,16,50
2013,11,20,1731,-9,1840,-20,B6,N375JB,1407,JFK,IAD,45,228,17,31
2013,11,20,1738,39,1906,43,YV,N505MJ,3771,LGA,IAD,46,229,17,38
2013,11,20,1926,17,2038,-12,9E,N831AY,2937,JFK,IAD,42,228,19,26
2013,11,20,1930,0,2045,-2,EV,N836AS,5714,JFK,IAD,42,228,19,30
2013,11,20,1942,12,2113,24,EV,N835AS,5769,LGA,IAD,44,229,19,42
2013,11,21,550,-10,654,-23,EV,N909EV,5716,JFK,IAD,44,228,5,50
2013,11,21,553,-7,704,-15,EV,N834AS,5747,LGA,IAD,45,229,5,53
2013,11,21,555,-5,721,2,EV,N13994,6177,EWR,IAD,44,212,5,55
2013,11,21,751,-3,858,-13,B6,N304JB,1307,JFK,IAD,46,228,7,51
2013,11,21,949,-10,1054,-22,EV,N834AS,5711,JFK,IAD,44,228,9,49
2013,11,21,952,-18,1143,14,EV,N827AS,5736,LGA,IAD,54,229,9,52
2013,11,21,1010,-8,1134,-3,EV,N14204,6054,EWR,IAD,56,212,10,10
2013,11,21,1416,-12,1523,-22,EV,N833AS,5712,JFK,IAD,44,228,14,16
2013,11,21,1429,-11,1538,-21,EV,N827AS,5713,LGA,IAD,47,229,14,29
2013,11,21,1444,-6,1618,-6,9E,N831AY,2936,JFK,IAD,54,228,14,44
2013,11,21,1641,-5,1803,-7,YV,N507MJ,3771,LGA,IAD,44,229,16,41
2013,11,21,1654,-2,1823,8,EV,N14105,6181,EWR,IAD,45,212,16,54
2013,11,21,1741,1,1856,-4,B6,N184JB,1407,JFK,IAD,44,228,17,41
2013,11,21,1858,-11,2006,-44,9E,N831AY,2937,JFK,IAD,43,228,18,58
2013,11,21,1922,-8,2056,7,EV,N832AS,5769,LGA,IAD,53,229,19,22
2013,11,21,1938,8,2045,-2,EV,N877AS,5714,JFK,IAD,47,228,19,38
2013,11,22,550,-10,658,-19,EV,N828AS,5716,JFK,IAD,45,228,5,50
2013,11,22,551,-9,701,-18,EV,N834AS,5747,LGA,IAD,49,229,5,51
2013,11,22,558,-2,717,-2,EV,N14920,6177,EWR,IAD,43,212,5,58
2013,11,22,809,15,929,18,B6,N183JB,1307,JFK,IAD,48,228,8,9
2013,11,22,927,57,1048,47,9E,N831AY,3579,LGA,IAD,45,229,9,27
2013,11,22,949,-10,1100,-16,EV,N832AS,5711,JFK,IAD,48,228,9,49
2013,11,22,1004,-6,1134,5,EV,N827AS,5736,LGA,IAD,46,229,10,4
2013,11,22,1017,-1,1127,-10,EV,N14148,6054,EWR,IAD,43,212,10,17
2013,11,22,1444,16,1559,14,EV,N825AS,5712,JFK,IAD,50,228,14,44
2013,11,22,1447,-3,1620,-4,9E,N8855A,2936,JFK,IAD,53,228,14,47
2013,11,22,1545,65,1701,62,EV,N836AS,5713,LGA,IAD,46,229,15,45
2013,11,22,1700,0,1810,-9,EV,N11150,6181,EWR,IAD,44,212,17,0
2013,11,22,1709,23,1823,13,YV,N512MJ,3771,LGA,IAD,52,229,17,9
2013,11,22,1734,-6,1857,-3,B6,N339JB,1407,JFK,IAD,52,228,17,34
2013,11,22,1916,7,2027,-23,9E,N8665A,2937,JFK,IAD,51,228,19,16
2013,11,22,1937,7,2051,4,EV,N909EV,5714,JFK,IAD,51,228,19,37
2013,11,22,1941,11,2052,3,EV,N835AS,5769,LGA,IAD,50,229,19,41
2013,11,23,553,-7,702,-17,EV,N25134,6177,EWR,IAD,52,212,5,53
2013,11,23,555,-5,716,-3,EV,N832AS,5747,LGA,IAD,56,229,5,55
2013,11,23,559,-1,709,-8,EV,N826AS,5716,JFK,IAD,52,228,5,59
2013,11,23,746,-8,908,-3,B6,N273JB,1307,JFK,IAD,52,228,7,46
2013,11,23,950,-20,1105,-24,EV,N825AS,5736,LGA,IAD,50,229,9,50
2013,11,23,954,-5,1123,7,EV,N826AS,5711,JFK,IAD,61,228,9,54
2013,11,23,1012,-6,1133,-4,EV,N12922,3806,EWR,IAD,57,212,10,12
2013,11,23,1257,-2,1403,-16,EV,N22971,6049,EWR,IAD,50,212,12,57
2013,11,23,1425,-3,1542,-3,EV,N825AS,5712,JFK,IAD,57,228,14,25
2013,11,23,1436,-4,1602,3,EV,N877AS,5713,LGA,IAD,61,229,14,36
2013,11,23,1445,-5,1611,-12,9E,N8891A,2936,JFK,IAD,59,228,14,45
2013,11,23,1453,-1,1621,5,EV,N15912,6054,EWR,IAD,54,212,14,53
2013,11,23,1654,-2,1822,7,EV,N16147,6181,EWR,IAD,51,212,16,54
2013,11,23,1732,-8,1911,11,B6,N281JB,1407,JFK,IAD,51,228,17,32
2013,11,23,1925,-5,2039,-10,EV,N834AS,5769,LGA,IAD,56,229,19,25
2013,11,23,2047,77,2210,83,EV,N829AS,5714,JFK,IAD,49,228,20,47
2013,11,24,556,-4,708,-9,EV,N877AS,5716,JFK,IAD,53,228,5,56
2013,11,24,557,-3,704,-15,EV,N12924,6177,EWR,IAD,47,212,5,57
2013,11,24,748,-6,906,-5,B6,N355JB,1307,JFK,IAD,53,228,7,48
2013,11,24,950,-9,1058,-18,EV,N835AS,5711,JFK,IAD,46,228,9,50
2013,11,24,1035,21,1143,10,EV,N14923,3806,EWR,IAD,46,212,10,35
2013,11,24,1055,45,1209,40,EV,N829AS,5736,LGA,IAD,46,229,10,55
2013,11,24,1451,-4,1631,3,9E,N841AY,3673,LGA,IAD,47,229,14,51
2013,11,24,1454,14,1603,4,EV,N877AS,5713,LGA,IAD,48,229,14,54
2013,11,24,1526,58,1650,65,EV,N826AS,5712,JFK,IAD,48,228,15,26
2013,11,24,1706,20,1829,19,YV,N503MJ,3771,LGA,IAD,48,229,17,6
2013,11,24,1754,14,1913,13,B6,N179JB,1407,JFK,IAD,54,228,17,54
2013,11,24,1902,-7,2048,-2,9E,N8577D,2937,JFK,IAD,51,228,19,2
2013,11,24,1925,-5,2043,-4,EV,N832AS,5714,JFK,IAD,49,228,19,25
2013,11,24,1952,22,2114,25,EV,N829AS,5769,LGA,IAD,50,229,19,52
2013,11,25,553,-7,657,-22,EV,N877AS,5747,LGA,IAD,42,229,5,53
2013,11,25,600,-3,716,-6,EV,N12195,6177,EWR,IAD,41,212,6,0
2013,11,25,748,-6,852,-19,B6,N298JB,1307,JFK,IAD,45,228,7,48
2013,11,25,812,-18,916,-45,9E,N8577D,3579,LGA,IAD,42,229,8,12
2013,11,25,956,-3,1112,-4,EV,N833AS,5765,JFK,IAD,44,228,9,56
2013,11,25,1258,168,1415,166,YV,N511MJ,3799,LGA,IAD,44,229,12,58
2013,11,25,1427,-1,1538,-7,EV,N877AS,5712,JFK,IAD,45,228,14,27
2013,11,25,1437,-3,1543,-16,EV,N909EV,5713,LGA,IAD,48,229,14,37
2013,11,25,1444,-6,1600,-24,9E,N8696C,2936,JFK,IAD,50,228,14,44
2013,11,25,1643,-3,1748,-22,YV,N510MJ,3771,LGA,IAD,46,229,16,43
2013,11,25,1659,-1,1822,3,EV,N31131,6181,EWR,IAD,49,212,16,59
2013,11,25,1733,-7,1839,-21,B6,N281JB,1407,JFK,IAD,47,228,17,33
2013,11,25,1905,-4,2039,-11,9E,N8696C,2937,JFK,IAD,45,228,19,5
2013,11,25,1923,-7,2028,-21,EV,N909EV,5769,LGA,IAD,46,229,19,23
2013,11,25,1943,13,2101,14,EV,N832AS,5714,JFK,IAD,45,228,19,43
2013,11,26,551,-9,704,-15,EV,N832AS,5747,LGA,IAD,51,229,5,51
2013,11,26,555,-5,706,-13,EV,N14916,6177,EWR,IAD,47,212,5,55
2013,11,26,803,9,911,0,B6,N193JB,1307,JFK,IAD,48,228,8,3
2013,11,26,821,-9,928,-33,9E,N8696C,3579,LGA,IAD,46,229,8,21
2013,11,26,952,-7,1103,-13,EV,N909EV,5711,JFK,IAD,48,228,9,52
2013,11,26,1011,-7,1114,-23,EV,N11544,6181,EWR,IAD,46,212,10,11
2013,11,26,1014,4,1133,4,EV,N829AS,5736,LGA,IAD,49,229,10,14
2013,11,26,1442,14,1604,19,EV,N825AS,5712,JFK,IAD,52,228,14,42
2013,11,26,1518,28,1647,23,9E,N8960A,2936,JFK,IAD,49,228,15,18
2013,11,26,1559,79,1755,116,EV,N836AS,5713,LGA,IAD,50,229,15,59
2013,11,26,1713,13,1823,4,EV,N14204,4230,EWR,IAD,44,212,17,13
2013,11,26,1716,30,1828,18,YV,N521LR,3771,LGA,IAD,47,229,17,16
2013,11,26,1837,57,1955,55,B6,N228JB,1407,JFK,IAD,54,228,18,37
2013,11,26,1921,12,2046,-4,9E,N8960A,2937,JFK,IAD,49,228,19,21
2013,11,26,1925,-5,2052,5,EV,N834AS,5714,JFK,IAD,52,228,19,25
2013,11,26,1930,0,2119,30,EV,N820AS,5769,LGA,IAD,53,229,19,30
2013,11,27,28,298,129,280,EV,N833AS,5769,LGA,IAD,41,229,0,28
2013,11,27,554,-6,719,0,EV,N820AS,5747,LGA,IAD,58,229,5,54
2013,11,27,554,-6,707,-10,EV,N832AS,5716,JFK,IAD,52,228,5,54
2013,11,27,600,0,714,-5,EV,N16919,6177,EWR,IAD,51,212,6,0
2013,11,27,748,-6,926,15,B6,N192JB,1307,JFK,IAD,52,228,7,48
2013,11,27,826,-4,959,-2,9E,N8960A,3579,LGA,IAD,54,229,8,26
2013,11,27,958,-1,1114,-2,EV,N820AS,5711,JFK,IAD,54,228,9,58
2013,11,27,1121,63,1231,54,EV,N16147,6054,EWR,IAD,53,212,11,21
2013,11,27,1553,73,1747,108,EV,N820AS,5713,LGA,IAD,59,229,15,53
2013,11,27,1624,94,1749,85,9E,N8828D,2936,JFK,IAD,55,228,16,24
2013,11,27,1741,41,1902,43,EV,N21144,4240,EWR,IAD,48,212,17,41
2013,11,27,1745,59,1921,71,YV,N504MJ,3771,LGA,IAD,49,229,17,45
2013,11,27,1842,62,2023,83,B6,N231JB,1407,JFK,IAD,51,228,18,42
2013,11,27,1905,-4,2040,-10,9E,N8923A,2937,JFK,IAD,48,228,19,5
2013,11,27,1941,313,2119,334,EV,N833AS,5712,JFK,IAD,48,228,19,41
2013,11,27,1958,28,2141,54,EV,N820AS,5714,JFK,IAD,48,228,19,58
2013,11,27,NA,NA,NA,NA,EV,N833AS,5736,LGA,IAD,NA,229,NA,NA
2013,11,28,554,-6,702,-17,EV,N828AS,5747,LGA,IAD,48,229,5,54
2013,11,28,554,-6,703,-16,EV,N12126,6177,EWR,IAD,48,212,5,54
2013,11,28,558,-2,708,-9,EV,N835AS,5716,JFK,IAD,48,228,5,58
2013,11,28,751,-3,906,-5,B6,N374JB,1307,JFK,IAD,52,228,7,51
2013,11,28,949,-10,1101,-15,EV,N827AS,5711,JFK,IAD,50,228,9,49
2013,11,28,1000,90,1152,111,9E,N8884E,3579,LGA,IAD,52,229,10,0
2013,11,28,1004,-6,1133,4,EV,N829AS,5736,LGA,IAD,48,229,10,4
2013,11,28,1046,28,1150,13,EV,N12996,6181,EWR,IAD,49,212,10,46
2013,11,28,1300,1,1418,-1,EV,N14570,6054,EWR,IAD,53,212,13,0
2013,11,28,1439,-1,1547,-12,EV,N835AS,5713,LGA,IAD,50,229,14,39
2013,11,28,1440,-10,1602,-22,9E,N8665A,2936,JFK,IAD,53,228,14,40
2013,11,28,1526,58,1656,71,EV,N877AS,5712,JFK,IAD,49,228,15,26
2013,11,28,1557,-4,1739,19,EV,N36915,6049,EWR,IAD,50,212,15,57
2013,11,28,2122,133,2235,105,9E,N8884E,2937,JFK,IAD,51,228,21,22
2013,11,29,952,-7,1105,-11,EV,N909EV,5711,JFK,IAD,48,228,9,52
2013,11,29,1000,-10,1120,-9,EV,N826AS,5736,LGA,IAD,58,229,10,0
2013,11,29,1019,1,1125,-12,EV,N19966,6181,EWR,IAD,54,212,10,19
2013,11,29,1326,-9,1440,-22,9E,N8839E,3673,LGA,IAD,52,229,13,26
2013,11,29,1419,-9,1523,-22,EV,N835AS,5712,JFK,IAD,47,228,14,19
2013,11,29,1446,-4,1629,5,9E,N8688C,2936,JFK,IAD,49,228,14,46
2013,11,29,1517,37,1627,28,EV,N833AS,5713,LGA,IAD,51,229,15,17
2013,11,29,1735,-5,1840,-20,B6,N187JB,1407,JFK,IAD,49,228,17,35
2013,11,29,1742,42,1845,26,EV,N12166,6049,EWR,IAD,45,212,17,42
2013,11,29,1915,-5,2037,-11,9E,N8688C,2937,JFK,IAD,48,228,19,15
2013,11,30,559,-1,717,0,EV,N828AS,5716,JFK,IAD,50,228,5,59
2013,11,30,714,74,826,67,EV,N829AS,5747,LGA,IAD,47,229,7,14
2013,11,30,754,0,917,6,B6,N334JB,1307,JFK,IAD,47,228,7,54
2013,11,30,1000,-10,1109,-20,EV,N877AS,5736,LGA,IAD,50,229,10,0
2013,11,30,1018,0,1125,-12,EV,N41104,6181,EWR,IAD,50,212,10,18
2013,11,30,1031,32,1145,29,EV,N834AS,5711,JFK,IAD,49,228,10,31
2013,11,30,1416,-12,1527,-18,EV,N828AS,5712,JFK,IAD,49,228,14,16
2013,11,30,1445,-5,1602,-21,9E,N801AY,2936,JFK,IAD,45,228,14,45
2013,11,30,1550,70,1703,64,EV,N13978,3810,LGA,IAD,46,229,15,50
2013,11,30,1648,1,1814,3,OO,N746SK,4967,LGA,IAD,50,229,16,48
2013,11,30,1736,-4,1839,-21,B6,N198JB,1407,JFK,IAD,45,228,17,36
2013,11,30,1921,-9,2029,-20,EV,N825AS,5769,LGA,IAD,47,229,19,21
2013,11,30,1921,1,2037,-9,9E,N8896A,2937,JFK,IAD,43,228,19,21
2013,11,30,1933,3,2056,9,EV,N909EV,5714,JFK,IAD,48,228,19,33
2013,12,1,1449,-1,1558,-18,9E,N8580A,2940,JFK,BWI,40,184,14,49
